         471272881 function calls (457851614 primitive calls) in 1458.056 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.123    0.041 imperative_grad.py:33(imperative_grad)
        3    0.001    0.000    0.123    0.041 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeGradient}
   276864    0.123    0.000    0.123    0.000 ops.py:5035(_device_function_stack)
   101935    0.070    0.000    0.122    0.000 object_identity.py:54(__eq__)
    57942    0.063    0.000    0.122    0.000 dataset_ops.py:3366(<listcomp>)
    75615    0.060    0.000    0.121    0.000 threading.py:1062(_wait_for_tstate_lock)
       51    0.000    0.000    0.120    0.002 backprop.py:132(_gradient_function)
       12    0.000    0.000    0.120    0.010 file_io.py:516(rename)
       12    0.000    0.000    0.120    0.010 file_io.py:532(rename_v2)
   115878    0.088    0.000    0.120    0.000 dataset_ops.py:2738(get_structure)
   102768    0.058    0.000    0.119    0.000 nest.py:954(<genexpr>)
    51748    0.119    0.000    0.119    0.000 function.py:271(__exit__)
       12    0.119    0.010    0.119    0.010 {built-in method tensorflow.python._pywrap_file_io.RenameFile}
   155870    0.118    0.000    0.118    0.000 context.py:823(_set_device)
   274753    0.118    0.000    0.118    0.000 {built-in method tensorflow.python._pywrap_utils.IsMapping}
    47050    0.046    0.000    0.118    0.000 resource_variable_ops.py:246(_handle_graph)
    19314    0.031    0.000    0.117    0.000 training.py:2772(_disallow_inside_tf_function)
    58306    0.099    0.000    0.116    0.000 func_graph.py:745(deferred_external_captures)
    19314    0.034    0.000    0.116    0.000 gen_dataset_ops.py:6697(<listcomp>)
   676676    0.115    0.000    0.115    0.000 tensor_spec.py:37(<lambda>)
        2    0.000    0.000    0.115    0.058 figure.py:2063(savefig)
        2    0.000    0.000    0.115    0.058 backend_bases.py:2001(print_figure)
   475442    0.115    0.000    0.115    0.000 ops.py:3148(_get_control_flow_context)
   303721    0.113    0.000    0.113    0.000 {method 'split' of 'str' objects}
    96570    0.087    0.000    0.113    0.000 dataset_ops.py:4108(element_spec)
        2    0.000    0.000    0.113    0.056 backend_pdf.py:2532(print_pdf)
   116974    0.112    0.000    0.112    0.000 tf_logging.py:93(get_logger)
   214354    0.112    0.000    0.112    0.000 array_ops.py:1485(<genexpr>)
   348510    0.112    0.000    0.112    0.000 tensor_shape.py:790(_v2_behavior)
     7239    0.014    0.000    0.111    0.000 fromnumeric.py:55(_wrapfunc)
    46728    0.016    0.000    0.111    0.000 __init__.py:174(value)
    34119    0.059    0.000    0.111    0.000 Hanabi.py:377(<dictcomp>)
    19313    0.023    0.000    0.110    0.000 gen_dataset_ops.py:6628(<listcomp>)
   116464    0.110    0.000    0.110    0.000 {method 'SetInParent' of 'google.protobuf.pyext._message.CMessage' objects}
   469724    0.109    0.000    0.109    0.000 control_flow_util.py:191(GetContainingWhileContext)
    23569    0.108    0.000    0.109    0.000 variables.py:151(validate_synchronization_aggregation_trainable)
   174846    0.103    0.000    0.109    0.000 function.py:3760(__init__)
   469592    0.107    0.000    0.107    0.000 errors_impl.py:86(message)
    19314    0.043    0.000    0.107    0.000 data_adapter.py:617(can_handle)
     2570    0.028    0.000    0.106    0.000 custom_gradient.py:45(copy_handle_data)
    19313    0.029    0.000    0.106    0.000 gen_dataset_ops.py:890(<listcomp>)
    96570    0.081    0.000    0.104    0.000 dataset_ops.py:4058(element_spec)
    55366    0.104    0.000    0.104    0.000 fromnumeric.py:3037(ndim)
    38731    0.064    0.000    0.104    0.000 nest.py:53(_sequence_like)
    77935    0.092    0.000    0.103    0.000 device.py:45(is_device_spec)
   274522    0.103    0.000    0.103    0.000 {built-in method tensorflow.python._pywrap_utils.IsCompositeTensor}
       24    0.000    0.000    0.103    0.004 model_serialization.py:34(_python_properties_internal)
   175184    0.103    0.000    0.103    0.000 context.py:818(device_spec)
       19    0.103    0.005    0.103    0.005 {built-in method io.open}
    98613    0.052    0.000    0.102    0.000 tensor_shape.py:838(ndims)
    19314    0.059    0.000    0.102    0.000 callbacks.py:1038(__init__)
   116021    0.102    0.000    0.102    0.000 dtypes.py:103(as_numpy_dtype)
   274762    0.101    0.000    0.101    0.000 {built-in method tensorflow.python._pywrap_utils.IsAttrs}
    27980    0.060    0.000    0.101    0.000 Hanabi.py:99(receive_hint)
   216188    0.099    0.000    0.099    0.000 ops.py:452(<listcomp>)
    38626    0.042    0.000    0.099    0.000 dataset_ops.py:2775(<lambda>)
   274482    0.098    0.000    0.098    0.000 {built-in method tensorflow.python._pywrap_utils.IsTypeSpec}
   274465    0.097    0.000    0.097    0.000 {built-in method tensorflow.python._pywrap_utils.IsMappingView}
    21576    0.070    0.000    0.097    0.000 tensor_util.py:986(is_tensor)
    19313    0.016    0.000    0.097    0.000 gen_dataset_ops.py:895(<listcomp>)
    19314    0.063    0.000    0.096    0.000 optimization_options.py:196(_autotune_settings)
 6744/360    0.011    0.000    0.096    0.000 generic_utils.py:235(serialize_keras_object)
    12334    0.045    0.000    0.096    0.000 Experiment.py:44(<listcomp>)
   270604    0.096    0.000    0.096    0.000 tracking.py:199(__del__)
    17994    0.042    0.000    0.095    0.000 callbacks.py:985(_maybe_init_progbar)
    58306    0.081    0.000    0.095    0.000 func_graph.py:491(variables)
    46728    0.040    0.000    0.095    0.000 __init__.py:179(_update_logging_levels)
    51748    0.095    0.000    0.095    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
     3386    0.015    0.000    0.095    0.000 base_layer.py:1311(trainable_weights)
    58500    0.095    0.000    0.095    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetRequireShapeInferenceFns}
      103    0.001    0.000    0.094    0.001 gen_math_ops.py:6143(mul)
    67792    0.094    0.000    0.094    0.000 trace.py:52(__init__)
    58544    0.094    0.000    0.094    0.000 {method 'extend' of 'google.protobuf.pyext._message.RepeatedScalarContainer' objects}
    19314    0.037    0.000    0.094    0.000 dataset_ops.py:3122(__init__)
    19412    0.035    0.000    0.093    0.000 tensor_shape.py:1166(is_fully_defined)
       12    0.000    0.000    0.092    0.008 file_io.py:323(write_string_to_file)
       97    0.000    0.000    0.092    0.001 math_ops.py:463(multiply)
   116193    0.078    0.000    0.091    0.000 nest.py:81(_yield_value)
      600    0.004    0.000    0.091    0.000 function.py:489(add_to_graph)
   176030    0.072    0.000    0.091    0.000 tensor_shape.py:704(as_dimension)
      195    0.001    0.000    0.090    0.000 activations.py:190(softplus)
    11559    0.027    0.000    0.090    0.000 Experiment.py:63(<listcomp>)
       91    0.000    0.000    0.090    0.001 math_ops.py:1450(_mul_dispatch)
      195    0.001    0.000    0.090    0.000 gen_nn_ops.py:10917(softplus)
   135245    0.090    0.000    0.090    0.000 distribution_strategy_context.py:337(_get_default_replica_mode)
    36388    0.045    0.000    0.089    0.000 object_identity.py:134(__setitem__)
      384    0.002    0.000    0.089    0.000 functional_ops.py:1217(_set_read_only_resource_inputs_attr)
   155548    0.089    0.000    0.089    0.000 func_graph.py:97(<genexpr>)
24262/24260    0.079    0.000    0.088    0.000 data_structures.py:80(wrap_or_unwrap)
   811438    0.088    0.000    0.088    0.000 options.py:59(<lambda>)
   134440    0.088    0.000    0.088    0.000 {built-in method _thread.allocate_lock}
    77935    0.087    0.000    0.087    0.000 context.py:1733(__init__)
    60/12    0.001    0.000    0.087    0.007 save_impl.py:210(_replace_child_layer_functions)
    19397    0.045    0.000    0.086    0.000 ops.py:5777(inside_function)
    38678    0.025    0.000    0.086    0.000 callbacks.py:237(<genexpr>)
   138158    0.068    0.000    0.086    0.000 function.py:422(<genexpr>)
     7059    0.086    0.000    0.086    0.000 {method 'argmax' of 'numpy.ndarray' objects}
       48    0.000    0.000    0.085    0.002 functional.py:597(get_config)
      120    0.002    0.000    0.085    0.001 layer_serialization.py:43(_python_properties_internal)
      216    0.003    0.000    0.084    0.000 function_serialization.py:52(serialize_concrete_function)
     3371    0.014    0.000    0.084    0.000 base_layer.py:1326(non_trainable_weights)
    98307    0.084    0.000    0.084    0.000 function.py:484(<genexpr>)
    40354    0.084    0.000    0.084    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
    51689    0.084    0.000    0.084    0.000 weakref.py:393(__getitem__)
    58306    0.083    0.000    0.083    0.000 c_api_util.py:86(__init__)
   116034    0.045    0.000    0.083    0.000 data_adapter.py:252(<genexpr>)
   212452    0.083    0.000    0.083    0.000 dataset_ops.py:348(options)
   258584    0.083    0.000    0.083    0.000 iterator_ops.py:885(_serialize)
      852    0.005    0.000    0.083    0.000 ops.py:3319(_add_function)
    20816    0.037    0.000    0.083    0.000 execute.py:191(make_type)
    58306    0.059    0.000    0.082    0.000 function.py:475(<listcomp>)
    38678    0.026    0.000    0.082    0.000 callbacks.py:239(<genexpr>)
    19314    0.019    0.000    0.081    0.000 dataset_ops.py:3493(_inputs)
    19487    0.047    0.000    0.080    0.000 monitoring.py:303(set)
    39053    0.046    0.000    0.080    0.000 ops.py:1794(<listcomp>)
       12    0.015    0.001    0.079    0.007 file_io.py:99(write)
     6757    0.031    0.000    0.077    0.000 base_layer.py:2835(_gather_children_attribute)
   116758    0.077    0.000    0.077    0.000 function.py:2421(<dictcomp>)
   115970    0.055    0.000    0.077    0.000 api.py:148(autograph_artifact)
    58294    0.077    0.000    0.077    0.000 func_graph.py:127(<listcomp>)
    39372    0.076    0.000    0.076    0.000 {built-in method posix.getpid}
     3874    0.042    0.000    0.076    0.000 backend.py:1341(dtype)
      144    0.001    0.000    0.076    0.001 layer_serialization.py:113(get_config)
   300172    0.076    0.000    0.076    0.000 {method 'values' of 'collections.OrderedDict' objects}
    67869    0.075    0.000    0.075    0.000 weakref.py:406(__setitem__)
    51364    0.075    0.000    0.075    0.000 data_adapter.py:1232(should_sync)
       12    0.003    0.000    0.075    0.006 meta_graph.py:457(strip_graph_default_valued_attrs)
      852    0.075    0.000    0.075    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphCopyFunction}
       24    0.013    0.001    0.075    0.003 graph_view.py:318(_fill_object_graph_proto)
   271553    0.074    0.000    0.074    0.000 base.py:662(_deferred_dependencies)
     6870    0.022    0.000    0.072    0.000 base_layer.py:2958(_dedup_weights)
    58306    0.061    0.000    0.072    0.000 func_graph.py:919(<listcomp>)
     3168    0.017    0.000    0.072    0.000 meta_graph.py:474(_strip_node_default_valued_attrs)
    66825    0.072    0.000    0.072    0.000 iostream.py:93(_event_pipe)
    43372    0.072    0.000    0.072    0.000 object_identity.py:125(__init__)
    51748    0.071    0.000    0.071    0.000 context.py:1056(function_call_options)
       16    0.001    0.000    0.071    0.004 axis.py:1098(_update_ticks)
    19313    0.037    0.000    0.070    0.000 abc.py:196(__subclasscheck__)
    66960    0.070    0.000    0.070    0.000 {method 'isidentifier' of 'str' objects}
      384    0.009    0.000    0.070    0.000 auto_control_deps_utils.py:36(get_read_only_resource_input_indices_graph)
   116758    0.068    0.000    0.070    0.000 function.py:2427(<dictcomp>)
    19314    0.023    0.000    0.070    0.000 data_adapter.py:756(can_handle)
    58182    0.049    0.000    0.070    0.000 function.py:2845(flat_input_signature)
     6264    0.006    0.000    0.070    0.000 graph_view.py:158(list_dependencies)
    19837    0.061    0.000    0.069    0.000 {method 'sort' of 'list' objects}
    59154    0.069    0.000    0.069    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
    12705    0.044    0.000    0.069    0.000 Hanabi.py:278(<listcomp>)
       12    0.000    0.000    0.069    0.006 tmpamx0glat.py:9(tf__signature_wrapper)
    19419    0.033    0.000    0.069    0.000 object_identity.py:137(__delitem__)
    58306    0.047    0.000    0.069    0.000 function.py:442(<listcomp>)
    58051    0.066    0.000    0.068    0.000 weakref.py:356(remove)
      696    0.001    0.000    0.068    0.000 nested_structure_coder.py:86(encode_structure)
      340    0.002    0.000    0.068    0.000 def_function.py:579(_defun_with_scope)
   154512    0.067    0.000    0.067    0.000 dataset_ops.py:2960(_inputs)
    58306    0.067    0.000    0.067    0.000 function.py:423(<listcomp>)
    58306    0.053    0.000    0.065    0.000 func_graph.py:1093(<listcomp>)
       12    0.000    0.000    0.065    0.005 function.py:1605(__call__)
       12    0.000    0.000    0.065    0.005 function.py:1657(_call_impl)
    58306    0.065    0.000    0.065    0.000 function.py:441(<listcomp>)
    38628    0.038    0.000    0.065    0.000 type_spec.py:501(<genexpr>)
    59339    0.065    0.000    0.065    0.000 {method 'values' of 'mappingproxy' objects}
 3912/696    0.011    0.000    0.065    0.000 nested_structure_coder.py:78(_map_structure)
    48168    0.056    0.000    0.065    0.000 callbacks.py:659(on_train_batch_begin)
       12    0.000    0.000    0.065    0.005 function.py:1675(_call_with_flat_signature)
       48    0.003    0.000    0.064    0.001 functional.py:1244(get_network_config)
    20838    0.040    0.000    0.064    0.000 base_layer.py:2847(_flatten_layers)
    13530    0.033    0.000    0.064    0.000 Hanabi.py:341(<listcomp>)
    19364    0.030    0.000    0.064    0.000 data_adapter.py:625(_is_list_of_scalars)
  240/216    0.024    0.000    0.064    0.000 ops.py:6267(dismantle_graph)
       12    0.063    0.005    0.063    0.005 file_io.py:81(_prewrite_check)
    32112    0.053    0.000    0.063    0.000 callbacks.py:675(on_train_batch_end)
    19314    0.031    0.000    0.063    0.000 optimization_options.py:259(_graph_rewrite_configs)
    90784    0.063    0.000    0.063    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
   103495    0.063    0.000    0.063    0.000 iterator_ops.py:878(__init__)
    38626    0.044    0.000    0.063    0.000 dataset_ops.py:2809(<lambda>)
   231768    0.062    0.000    0.062    0.000 dataset_ops.py:3387(output_structure)
   157430    0.062    0.000    0.062    0.000 op_def_library.py:46(_AttrValue)
    19364    0.035    0.000    0.061    0.000 callbacks.py:822(_implements_test_batch_hooks)
    19314    0.038    0.000    0.061    0.000 data_adapter.py:1239(_infer_steps)
    19869    0.042    0.000    0.060    0.000 types.py:135(__get__)
   116864    0.060    0.000    0.060    0.000 function.py:2447(fullargspec)
    58365    0.030    0.000    0.059    0.000 function.py:3784(__del__)
    70710    0.058    0.000    0.059    0.000 {built-in method builtins.sum}
   162195    0.059    0.000    0.059    0.000 Hanabi.py:16(handSize)
   103496    0.059    0.000    0.059    0.000 context.py:135(config_proto_serialized)
    57942    0.059    0.000    0.059    0.000 tracking.py:143(__init__)
        2    0.000    0.000    0.059    0.029 <__array_function__ internals>:2(savetxt)
        2    0.011    0.006    0.058    0.029 npyio.py:1211(savetxt)
    57985    0.058    0.000    0.058    0.000 api.py:217(convert)
   103140    0.057    0.000    0.057    0.000 iterator_ops.py:820(element_spec)
    19314    0.030    0.000    0.057    0.000 dataset_ops.py:3487(<listcomp>)
    19326    0.057    0.000    0.057    0.000 {built-in method math.ceil}
    31951    0.041    0.000    0.057    0.000 random.py:223(_randbelow)
       68    0.001    0.000    0.057    0.001 axis.py:56(__init__)
    38626    0.041    0.000    0.056    0.000 tensor_spec.py:116(_to_legacy_output_classes)
      340    0.002    0.000    0.056    0.000 def_function.py:629(_defun)
    19314    0.050    0.000    0.056    0.000 distribute_lib.py:943(experimental_distribute_dataset)
    19364    0.030    0.000    0.056    0.000 callbacks.py:827(_implements_predict_batch_hooks)
      288    0.003    0.000    0.056    0.000 core.py:1209(get_config)
    58306    0.045    0.000    0.056    0.000 object_identity.py:208(__len__)
    58228    0.049    0.000    0.056    0.000 context.py:1841(global_seed)
    51748    0.055    0.000    0.055    0.000 function.py:265(__init__)
        2    0.000    0.000    0.055    0.028 backend_bases.py:1932(draw_idle)
        2    0.000    0.000    0.055    0.028 backend_agg.py:384(draw)
    58306    0.055    0.000    0.055    0.000 function.py:2479(vararg_name)
       24    0.001    0.000    0.054    0.002 saving_utils.py:147(model_metadata)
      387    0.005    0.000    0.054    0.000 tf_inspect.py:260(getcallargs)
   174463    0.051    0.000    0.054    0.000 ops.py:1922(<listcomp>)
       24    0.012    0.001    0.054    0.002 graph_view.py:209(_add_attributes_to_object_graph)
    35310    0.025    0.000    0.054    0.000 nest.py:1232(<listcomp>)
     8778    0.051    0.000    0.053    0.000 _methods.py:50(_count_reduce_items)
   118724    0.053    0.000    0.053    0.000 function.py:1974(structured_input_signature)
   101935    0.039    0.000    0.052    0.000 object_identity.py:42(_assert_type)
    58019    0.044    0.000    0.052    0.000 inspect.py:73(isclass)
     1938    0.039    0.000    0.052    0.000 callbacks.py:1660(on_epoch_end)
    58497    0.052    0.000    0.052    0.000 ag_ctx.py:49(__init__)
    58051    0.043    0.000    0.052    0.000 tensor_util.py:281(<listcomp>)
    19314    0.029    0.000    0.051    0.000 iterator_ops.py:71(_device_stack_is_empty)
    51724    0.050    0.000    0.050    0.000 trace.py:89(set_metadata)
        4    0.001    0.000    0.050    0.013 base_layer.py:996(_functional_construction_call)
   119008    0.050    0.000    0.050    0.000 function.py:763(forward)
     1938    0.031    0.000    0.050    0.000 generic_utils.py:497(__init__)
    38628    0.029    0.000    0.050    0.000 optimization_options.py:189(_autotune_buffers)
    58306    0.050    0.000    0.050    0.000 function.py:3777(__init__)
    40354    0.049    0.000    0.049    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherVariableAccessed}
    49336    0.043    0.000    0.049    0.000 Hanabi.py:180(__init__)
    58203    0.049    0.000    0.049    0.000 converter.py:170(as_tuple)
      384    0.007    0.000    0.049    0.000 save_impl.py:309(_reset_layer_losses)
    19314    0.044    0.000    0.048    0.000 data_adapter.py:884(can_handle)
    20033    0.032    0.000    0.048    0.000 tensor_shape.py:215(__eq__)
       12    0.009    0.001    0.048    0.004 save.py:247(fill_object_graph_proto)
    57998    0.039    0.000    0.047    0.000 inspect.py:64(ismodule)
   120820    0.047    0.000    0.047    0.000 function.py:501(name)
    57982    0.039    0.000    0.046    0.000 inspect.py:277(isbuiltin)
    65772    0.046    0.000    0.046    0.000 object_identity.py:38(unwrapped)
        3    0.000    0.000    0.046    0.015 compile_utils.py:164(__call__)
    58282    0.046    0.000    0.046    0.000 function.py:381(__init__)
    78667    0.046    0.000    0.046    0.000 tensor_spec.py:73(name)
    38626    0.031    0.000    0.046    0.000 dataset_ops.py:2792(<lambda>)
   121468    0.045    0.000    0.045    0.000 func_graph.py:743(<listcomp>)
    51880    0.045    0.000    0.045    0.000 resource_variable_ops.py:498(dtype)
    58092    0.036    0.000    0.045    0.000 options.py:80(set_fn)
       84    0.000    0.000    0.045    0.001 module.py:171(submodules)
    19314    0.034    0.000    0.045    0.000 callbacks.py:269(set_params)
  204/144    0.008    0.000    0.044    0.000 module.py:317(_flatten_module)
    58306    0.035    0.000    0.044    0.000 function.py:443(<listcomp>)
       48    0.000    0.000    0.044    0.001 state_ops.py:198(assign)
    57942    0.044    0.000    0.044    0.000 def_function.py:423(functions_run_eagerly)
    57942    0.044    0.000    0.044    0.000 tracking.py:146(resources)
     3220    0.005    0.000    0.044    0.000 ops.py:1173(get_shape)
    46728    0.017    0.000    0.043    0.000 _flagvalues.py:525(_assert_validators)
    19414    0.043    0.000    0.043    0.000 callbacks.py:607(__init__)
    38669    0.033    0.000    0.043    0.000 op_def_library.py:447(<listcomp>)
    58306    0.043    0.000    0.043    0.000 function.py:2836(function_spec)
        9    0.000    0.000    0.043    0.005 math_grad.py:147(_SumGrad)
      520    0.013    0.000    0.043    0.000 random.py:263(shuffle)
       24    0.000    0.000    0.043    0.002 math_ops.py:4739(sqrt)
       24    0.000    0.000    0.043    0.002 gen_math_ops.py:10161(sqrt)
    90784    0.042    0.000    0.042    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
    19314    0.028    0.000    0.042    0.000 optimization_options.py:55(_graph_rewrites)
     4608    0.006    0.000    0.042    0.000 base.py:498(no_automatic_dependency_tracking_scope)
      176    0.001    0.000    0.042    0.000 function.py:177(_shape_relaxed_type_for_composite_tensor)
    58256    0.041    0.000    0.041    0.000 ops.py:3112(seed)
        3    0.000    0.000    0.041    0.014 math_grad.py:249(_MeanGrad)
    36615    0.041    0.000    0.041    0.000 Hanabi.py:280(availableActions)
    57942    0.041    0.000    0.041    0.000 dataset_ops.py:4023(_should_unpack_args)
      288    0.002    0.000    0.041    0.000 base_layer.py:640(get_config)
     6471    0.014    0.000    0.041    0.000 random.py:255(choice)
    43132    0.022    0.000    0.041    0.000 base_layer.py:2697(_maybe_create_attribute)
   110110    0.041    0.000    0.041    0.000 function.py:2014(<listcomp>)
    57942    0.032    0.000    0.041    0.000 base.py:1192(isspmatrix)
    58570    0.041    0.000    0.041    0.000 function.py:2451(is_method)
   133920    0.041    0.000    0.041    0.000 inspect.py:2502(name)
     6757    0.007    0.000    0.040    0.000 base_layer.py:2844(<genexpr>)
  528/176    0.002    0.000    0.040    0.000 type_spec.py:134(_with_tensor_ranks_only)
     2388    0.009    0.000    0.040    0.000 backend.py:429(deprecated_internal_set_learning_phase)
       12    0.000    0.000    0.040    0.003 save.py:481(_generate_signatures)
     5807    0.024    0.000    0.039    0.000 ops.py:5601(_get_outer_context_and_inner_device_stack)
     7957    0.019    0.000    0.039    0.000 layer_utils.py:234(filter_empty_layer_containers)
   126624    0.039    0.000    0.039    0.000 function.py:1964(graph)
    58092    0.027    0.000    0.039    0.000 data_adapter.py:247(_is_tensor)
    58306    0.038    0.000    0.038    0.000 variable_scope.py:1166(use_resource)
    23113    0.015    0.000    0.038    0.000 ops.py:535(get_shape)
        2    0.000    0.000    0.038    0.019 _datasource.py:231(open)
        2    0.000    0.000    0.038    0.019 _datasource.py:577(open)
    13530    0.023    0.000    0.038    0.000 Hanabi.py:354(next_player)
    67286    0.038    0.000    0.038    0.000 enum.py:517(__new__)
    19314    0.025    0.000    0.038    0.000 dataset_ops.py:3489(<listcomp>)
    67792    0.037    0.000    0.037    0.000 trace.py:123(__exit__)
    54120    0.037    0.000    0.037    0.000 Hanabi.py:304(availableActions)
       60    0.002    0.000    0.037    0.001 save_impl.py:83(wrap_layer_objects)
     4559    0.007    0.000    0.036    0.000 ops.py:5325(control_dependencies)
    25350    0.014    0.000    0.036    0.000 shape_base.py:220(_vhstack_dispatcher)
    59008    0.036    0.000    0.036    0.000 tf2.py:42(enabled)
   115884    0.036    0.000    0.036    0.000 dataset_ops.py:3409(function)
    65476    0.036    0.000    0.036    0.000 distribute_lib.py:771(extended)
      228    0.001    0.000    0.036    0.000 func_graph.py:1269(dismantle_func_graph)
    19491    0.031    0.000    0.036    0.000 execute.py:166(make_int)
    58500    0.036    0.000    0.036    0.000 ops.py:4981(switch_to_thread_local)
       51    0.000    0.000    0.035    0.001 math_ops.py:1419(_add_dispatch)
    23568    0.035    0.000    0.035    0.000 ops.py:1217(graph)
       51    0.000    0.000    0.035    0.001 gen_math_ops.py:463(add_v2)
       15    0.000    0.000    0.035    0.002 base.py:691(_add_variable_with_custom_getter)
    51364    0.034    0.000    0.034    0.000 data_adapter.py:1212(step_increment)
       32    0.000    0.000    0.034    0.001 ticker.py:2201(__call__)
     1152    0.005    0.000    0.033    0.000 auto_control_deps_utils.py:63(_get_read_only_resource_input_indices_op)
        2    0.000    0.000    0.033    0.017 pyplot.py:2759(plot)
       17    0.000    0.000    0.033    0.002 resource_variable_ops.py:1419(__init__)
    10632    0.020    0.000    0.033    0.000 meta_graph.py:443(_is_default_attr_value)
       24    0.000    0.000    0.033    0.001 variables.py:1072(_run_op)
       17    0.001    0.000    0.033    0.002 resource_variable_ops.py:1520(_init_from_args)
    58090    0.026    0.000    0.033    0.000 tensor_shape.py:1169(<genexpr>)
       32    0.000    0.000    0.033    0.001 ticker.py:2205(tick_values)
       15    0.000    0.000    0.033    0.002 base_layer_utils.py:55(make_variable)
  540/324    0.004    0.000    0.033    0.000 nested_structure_coder.py:179(do_encode)
    19487    0.033    0.000    0.033    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
       15    0.000    0.000    0.033    0.002 variables.py:182(_variable_v1_call)
      308    0.001    0.000    0.033    0.000 ops.py:2013(colocation_groups)
   116612    0.033    0.000    0.033    0.000 function.py:2475(arg_names)
    47446    0.032    0.000    0.032    0.000 resource_variable_ops.py:545(handle)
       32    0.002    0.000    0.032    0.001 ticker.py:2141(_raw_ticks)
 1408/352    0.003    0.000    0.032    0.000 type_spec.py:148(relax)
    35308    0.032    0.000    0.032    0.000 callbacks.py:476(on_predict_batch_end)
    39567    0.016    0.000    0.032    0.000 pickle.py:641(save_none)
       10    0.000    0.000    0.032    0.003 base_layer.py:477(add_weight)
        4    0.000    0.000    0.032    0.008 pyplot.py:861(gca)
     2532    0.003    0.000    0.032    0.000 ops.py:3264(<listcomp>)
     3546    0.002    0.000    0.031    0.000 def_function.py:1042(<genexpr>)
    19518    0.026    0.000    0.031    0.000 op_def_library.py:148(_MakeInt)
    23364    0.016    0.000    0.031    0.000 __init__.py:335(get_verbosity)
       12    0.000    0.000    0.031    0.003 save.py:468(_call_function_with_mapped_captures)
      384    0.004    0.000    0.031    0.000 save_impl.py:321(_restore_layer_losses)
      206    0.004    0.000    0.031    0.000 lines.py:269(__init__)
        4    0.000    0.000    0.031    0.008 base_layer.py:2614(_maybe_build)
      132    0.002    0.000    0.031    0.000 function_serialization.py:29(_serialize_function_spec)
    58488    0.030    0.000    0.030    0.000 ops.py:3117(seed)
       10    0.000    0.000    0.030    0.003 variables.py:199(<lambda>)
       10    0.000    0.000    0.030    0.003 variable_scope.py:2557(default_variable_creator)
        4    0.000    0.000    0.030    0.008 figure.py:1913(gca)
        2    0.000    0.000    0.030    0.015 figure.py:1259(add_subplot)
        2    0.000    0.000    0.030    0.015 _subplots.py:18(__init__)
        4    0.000    0.000    0.030    0.008 core.py:1159(build)
      520    0.002    0.000    0.030    0.000 Hanabi.py:301(<listcomp>)
    51748    0.030    0.000    0.030    0.000 context.py:127(executor_type)
       48    0.000    0.000    0.030    0.001 axis.py:289(draw)
    45135    0.030    0.000    0.030    0.000 resource_variable_ops.py:588(trainable)
        2    0.000    0.000    0.029    0.015 _base.py:378(__init__)
    63138    0.029    0.000    0.029    0.000 function.py:3780(release)
     1722    0.005    0.000    0.029    0.000 function.py:211(is_same_structure)
    46728    0.014    0.000    0.029    0.000 __init__.py:1280(setLevel)
    38628    0.029    0.000    0.029    0.000 data_adapter.py:1147(_truncate_execution_to_epoch)
       34    0.000    0.000    0.029    0.001 axis.py:1938(_get_tick)
    75615    0.028    0.000    0.028    0.000 threading.py:506(is_set)
    16044    0.022    0.000    0.028    0.000 training.py:1609(<lambda>)
       34    0.000    0.000    0.028    0.001 axis.py:2225(_get_tick)
   115881    0.028    0.000    0.028    0.000 dataset_ops.py:2991(element_spec)
     2600    0.007    0.000    0.027    0.000 Hanabi.py:226(__init__)
    58306    0.027    0.000    0.027    0.000 function.py:2471(is_pure)
     1364    0.002    0.000    0.027    0.000 ops.py:4368(device)
      576    0.001    0.000    0.027    0.000 saveable_object.py:53(tensor)
      350    0.000    0.000    0.027    0.000 function.py:3110(<genexpr>)
    96570    0.026    0.000    0.026    0.000 dataset_ops.py:3605(element_spec)
    67792    0.026    0.000    0.026    0.000 trace.py:85(__enter__)
    35308    0.026    0.000    0.026    0.000 callbacks.py:464(on_predict_batch_begin)
      175    0.001    0.000    0.026    0.000 function.py:169(_is_type_subset)
      276    0.002    0.000    0.026    0.000 saveable_object_util.py:100(f)
    19314    0.018    0.000    0.026    0.000 data_adapter.py:1474(pack_x_y_sample_weight)
    20244    0.026    0.000    0.026    0.000 {built-in method time.time}
       24    0.000    0.000    0.026    0.001 resource_variable_ops.py:1953(value)
        3    0.000    0.000    0.026    0.009 optimizer_v2.py:778(_prepare)
       24    0.000    0.000    0.026    0.001 resource_variable_ops.py:1959(_read_variable_op)
 11856/72    0.011    0.000    0.026    0.000 copy.py:132(deepcopy)
